N;S_wide;S_narrow;rel_err_wide;rel_err_narrow
100;1.65276311235;0.95;0.749849697839;0.00580488548265
600;0.858788676025;0.933333333333;0.0907643726915;0.0118408142627
1100;0.821962403468;0.956818181818;0.129753893588;0.013023580833
1600;0.917526580753;0.9515625;0.0285760868614;0.00745916983377
2100;0.9536952413;0.939880952381;0.00971719259058;0.00490857507701
2600;1.02830284139;0.946634615385;0.0887073911894;0.00224181149561
3100;0.871856063061;0.937903225806;0.0769293814056;0.00700247723572
3600;0.923602915725;0.953819444444;0.0221428159135;0.00984869167428
4100;0.962728584812;0.945426829268;0.0192811726293;0.0009630776257
4600;0.929943439174;0.954619565217;0.015429837533;0.0106958131294
5100;0.976026197835;0.941666666667;0.0333599138334;0.00301796439001
5600;0.928811202844;0.9515625;0.0166285836724;0.00745916983377
6100;0.889336370966;0.940983606557;0.0584222455215;0.0037411488058
6600;0.964848340989;0.924810606061;0.0215254474907;0.0208641834506
7100;0.955781816421;0.936443661972;0.0119263372756;0.00854777874681
7600;0.964538225009;0.936513157895;0.0211971146831;0.00847420049547
8100;0.960210958518;0.939660493827;0.0166156559704;0.0051419838038
8600;0.941690610525;0.94273255814;0.00299261402196;0.00188946033653
9100;0.947641163965;0.941895604396;0.00330748673769;0.0027755784045
9600;0.879043125931;0.947265625;0.0693201361984;0.00290988786818
10100;0.96066254288;0.94900990099;0.0170937672937;0.00475662609183
10600;0.998811891981;0.944811320755;0.0574840848761;0.000311412920426
11100;0.925792585985;0.94268018018;0.0198245200764;0.00194491508117
11600;0.957965637635;0.934806034483;0.0142384404817;0.0102816037248
12100;0.944091714638;0.946384297521;0.000450464287391;0.00197678946352
12600;0.969127203133;0.953273809524;0.0260556584901;0.00927100507547
13100;0.939559093056;0.94427480916;0.00524934105784;0.000256614429866
13600;0.945763666799;0.946966911765;0.00131970166134;0.00259362762458
14100;0.952907226228;0.942553191489;0.0088828879489;0.00207936333973
14600;0.95423430298;0.945719178082;0.0102879198241;0.00127259958916
15100;0.954185793729;0.947930463576;0.010236561043;0.00361378038182
15600;0.966604670911;0.943669871795;0.0233849477181;0.000897087016775
16100;0.991537095535;0.938664596273;0.0497819524485;0.00619638235656
16600;0.959328837005;0.947138554217;0.0156817168888;0.00277535269505
17100;0.947766119122;0.94649122807;0.00343978200813;0.00209000132574
17600;0.902059546279;0.936434659091;0.044951685638;0.00855731047483
18100;0.98080774883;0.944475138122;0.038422342624;4.45177478443e-05
18600;0.993121414758;0.946706989247;0.0514593377274;0.00231843674264
19100;0.92640248367;0.947643979058;0.0191787957909;0.00331046719404
19600;0.987094415839;0.945535714286;0.0450783009303;0.00107835876515
20100;0.943192294142;0.944589552239;0.0014027185291;7.66172817423e-05
20600;0.959942938469;0.941747572816;0.0163318918916;0.00293230565338
21100;0.961616006544;0.93981042654;0.0181032393058;0.00498324374553
21600;0.910099949121;0.94681712963;0.0364389735756;0.00243504698962
22100;0.960775788494;0.943665158371;0.0172136651798;0.000902077316477
22600;0.947693164109;0.936504424779;0.00336254147302;0.00848344661201
23100;0.932230785295;0.942965367965;0.0130081281606;0.00164297479947
23600;0.945024571219;0.948252118644;0.000537190140251;0.00395433010681
24100;0.953656821478;0.940663900415;0.00967651591199;0.00407963512157
24600;0.910561026029;0.946544715447;0.0359508120944;0.0021466306574
25100;0.955558143465;0.949900398406;0.0116895253267;0.00569943309373
25600;0.957782299942;0.945654296875;0.0140443331687;0.00120390713108
26100;0.93198406741;0.945210727969;0.0132693387439;0.000734282107556
26600;0.950283965526;0.948120300752;0.00610553170752;0.00381476897002
27100;0.916248532438;0.944511070111;0.0299292102711;6.47504233244e-06
27600;0.963055061629;0.946422101449;0.0196268273427;0.00201681406993
28100;0.949724668914;0.945195729537;0.00551338090184;0.000718402637912
28600;0.941279526552;0.944536713287;0.00342784588313;2.06744647333e-05
29100;0.951833860337;0.941709621993;0.00774647041507;0.00297248578242
29600;0.9452806513;0.940287162162;0.000808312873742;0.00447850372704
30100;0.9328082604;0.952699335548;0.0123967310223;0.00866278535834
30600;0.91248282558;0.944281045752;0.0339161222234;0.000250011488785
31100;0.948767930014;0.949517684887;0.00450044125996;0.00529423822313
31600;0.949138905733;0.939596518987;0.00489320882974;0.00520971665268
32100;0.930417497002;0.941160436137;0.0149279326074;0.00355393190564
32600;0.922708240637;0.943443251534;0.0230900459917;0.00113701940182
33100;0.932561379369;0.943240181269;0.0126581143347;0.00135201841708
33600;0.932283394256;0.941071428571;0.012952428845;0.00364816795234
34100;0.953111451541;0.941752199413;0.009099109863;0.00292740727988
34600;0.953106507496;0.942919075145;0.00909387539441;0.0016919869525
35100;0.965565981172;0.944729344729;0.0222852432825;0.000224621460624
35600;0.950639192678;0.947261235955;0.00648162560767;0.00290524100203
36100;0.952823185839;0.94459833795;0.00879391086107;8.59190831957e-05
36600;0.955744403445;0.948463114754;0.0118867265871;0.00417772054711
37100;0.94312580329;0.943530997305;0.00147311518589;0.00104411927025
37600;0.945839716048;0.942320478723;0.00140021819385;0.00232574611543
38100;0.915054580961;0.944619422572;0.0311932968271;0.000108242257781
38600;0.984807035856;0.94375;0.0426565557072;0.000812251921846
39100;0.958537956689;0.946323529412;0.0148443786926;0.0019124517153
39600;0.919429271502;0.950063131313;0.0265616282818;0.00587172525441
40100;0.946756631029;0.950436408978;0.00237099458139;0.00626692998969
40600;0.914982302563;0.943657635468;0.0312698210022;0.000910042129794
41100;0.948085666853;0.942214111922;0.00377810060666;0.0024383611137
41600;0.928277019549;0.945763221154;0.0171941459535;0.00131922983825
42100;0.941730888943;0.946555819477;0.00294996957;0.00215838696046
42600;0.946196611958;0.945422535211;0.00177807887884;0.000958531327243
43100;0.958002584707;0.946548723898;0.0142775578985;0.00215087457251
43600;0.943002590681;0.944208715596;0.0016035655476;0.000326590460966
44100;0.973536335086;0.944019274376;0.0307237916043;0.000527159834124
44600;0.943221575724;0.944282511211;0.00137171688876;0.000248459945679
45100;0.958201647893;0.943098669623;0.0144883144508;0.00150184273784
45600;0.943004546688;0.950082236842;0.00160149464113;0.00589195308007
46100;0.949015440293;0.947559652928;0.00476249078417;0.00322118758067
46600;0.931530837748;0.944474248927;0.0137491920158;4.54591754029e-05
47100;0.951778532665;0.944400212314;0.00768789268586;0.000123844845795
47600;0.951380447025;0.941832983193;0.00726642270565;0.00284187810053
48100;0.939065356485;0.938981288981;0.00577208069463;0.00586108649035
48600;0.940606651449;0.944110082305;0.00414024700569;0.000431017668089
49100;0.921523843881;0.943228105906;0.0243440165637;0.00136480311041
49600;0.975349768389;0.944808467742;0.0326437495786;0.000308392316011
50100;0.93961242104;0.945284431138;0.0051928804818;0.000812314746322
50600;0.954729121747;0.941378458498;0.0108118052269;0.00332310247849
51100;0.950714547302;0.945425636008;0.00656140671135;0.000961814270748
51600;0.941125370062;0.943653100775;0.00359105783107;0.000914843199435
52100;0.908954399939;0.944025911708;0.0376518145903;0.000520132612243
52600;0.93857426577;0.94194391635;0.00629201905318;0.00272442851022
53100;0.958298673982;0.945221280603;0.0145910400454;0.000745454623467
53600;0.956977412287;0.941487873134;0.0131921648155;0.00320726060929
54100;0.940225791434;0.944339186691;0.004543479494;0.000188455234916
54600;0.944258003102;0.945512820513;0.000274407709516;0.0010541201666
55100;0.936571645175;0.94362522686;0.00841227755637;0.00094435448346
55600;0.964344960285;0.946267985612;0.0209924972051;0.00185364516198
56100;0.934260872253;0.946256684492;0.0108587898658;0.00184168019225
56600;0.956754368716;0.94339664311;0.012956019223;0.00118636569737
57100;0.949227809967;0.94695709282;0.00498733547466;0.00258323189517
57600;0.961242435134;0.9466796875;0.0177077235696;0.00228953123651
58100;0.924355921092;0.94604130809;0.0213455775172;0.00161365215243
58600;0.939861777902;0.946309726962;0.00492887590263;0.00189783848272
59100;0.938819456771;0.944225888325;0.00603242504556;0.000308408972266
59600;0.936000270298;0.946036073826;0.0090172161271;0.00160811041738
60100;0.942448653475;0.943718801997;0.00219004212488;0.000845282557809
60600;0.957614348439;0.946431518152;0.0138665158611;0.00202678392827
61100;0.947072883865;0.949304418985;0.00270582473648;0.00506844465858
61600;0.952643062084;0.949025974026;0.00860320627925;0.00477364328974
62100;0.953896527759;0.942270531401;0.00993030301535;0.00237862744272
62600;0.95186855061;0.944029552716;0.00778319846413;0.00051627772484
63100;0.945866761137;0.944730586371;0.00142885196548;0.000225936038605
63600;0.954634261619;0.948938679245;0.0107113728269;0.00468122064037
64100;0.950069572888;0.942862714509;0.00587854522011;0.00175165832404
64600;0.934288235428;0.945994582043;0.0108298193239;0.00156418132559
65100;0.939358450952;0.94606374808;0.00546176927737;0.00163741031238
65600;0.956207639964;0.945826981707;0.0123771745389;0.00138673581318
66100;0.950151259747;0.943759455371;0.00596503052772;0.000802241123957
66600;0.944039838153;0.943243243243;0.000505388100611;0.00134877657626
67100;0.957434789726;0.942418032787;0.0136764095135;0.00222246153264
67600;0.94460042829;0.945543639053;8.81322142898e-05;0.00108674904927
68100;0.951084724408;0.94456681351;0.00695332875559;5.25428343943e-05
68600;0.966544711561;0.944879737609;0.0233214662375;0.000383848716867
69100;0.958566024044;0.94256512301;0.0148740947797;0.00206673093775
69600;0.939247732204;0.944109195402;0.00557899186363;0.000431956668714
70100;0.927971635876;0.938302425107;0.0175174684702;0.00657982817597
70600;0.968633205488;0.944759206799;0.0255326424429;0.000256237687378
71100;0.95156602125;0.944286216596;0.00746289792849;0.000244536898395
71600;0.966239098544;0.944168994413;0.0229979009056;0.000368644945009
72100;0.935266782023;0.943932038835;0.00979379095934;0.000619519764434
72600;0.953733502362;0.942148760331;0.00975770118372;0.00250755158746
73100;0.945215051056;0.94866621067;0.000738859140729;0.00439274672054
73600;0.940643072494;0.943053668478;0.00410168651602;0.00154948733919
74100;0.931015880387;0.945006747638;0.0142943989946;0.000518319567046
74600;0.938850769703;0.945408847185;0.00599927273047;0.000944039239131
75100;0.948264259259;0.941927430093;0.00396718388586;0.00274188320225
75600;0.953566641618;0.946031746032;0.00958103870808;0.00160352840043
76100;0.947173665839;0.941179369251;0.00281252684381;0.00353388662304
76600;0.964598345405;0.942362924282;0.02126076667;0.00228080722049
77100;0.935014761431;0.944649805447;0.0100606157415;0.00014040988347
77600;0.970835457671;0.945602448454;0.0278642592901;0.00114901303052
78100;0.927150686208;0.945166453265;0.0183866423511;0.000687406619249
78600;0.953659900929;0.946692111959;0.00967977625646;0.00230268553319
79100;0.964101573085;0.945575221239;0.0207348129582;0.00112018643522
79600;0.943999859249;0.941567211055;0.000547715445041;0.0031232622214
80100;0.948545474261;0.942462546816;0.00426491801512;0.0021753326606
80600;0.960151392082;0.942586848635;0.016552590483;0.0020437291063
81100;0.925341152116;0.944512946979;0.0203024720665;4.48792302407e-06
81600;0.938734181243;0.948023897059;0.00612270982745;0.0037127023327
82100;0.949832551706;0.942981120585;0.00562760094338;0.00162629684006
82600;0.943141348758;0.945656779661;0.00145665654579;0.00120653576088
83100;0.933722828602;0.946615523466;0.0114284392686;0.00222159807949
83600;0.944768331321;0.946172248804;0.00026589820181;0.0017522845842
84100;0.949671187519;0.945882877527;0.00545675790358;0.00144591506399
84600;0.937163341761;0.945153664303;0.00778582353796;0.000673866407768
85100;0.943424191732;0.946092831962;0.00115719881423;0.00166820263988
85600;0.959265891074;0.94629088785;0.0156150733884;0.0018778927239
86100;0.923546457328;0.94443960511;0.0222025907887;8.2138038656e-05
86600;0.939769054034;0.942956120092;0.00502704655547;0.00165276591087
87100;0.956921602092;0.942192881745;0.0131330762189;0.00246083839346
87600;0.95112677094;0.943250570776;0.00699784518401;0.00134101860942
88100;0.940100751426;0.9436861521;0.00467586459968;0.000879850374332
88600;0.946975545052;0.942042889391;0.00260276804878;0.00261964159666
89100;0.95039061917;0.946899551066;0.00621845039795;0.00252231002497
89600;0.929570744715;0.946693638393;0.0158244248039;0.0023043016325
90100;0.920959271653;0.945754716981;0.0249417528853;0.00131022611356
90600;0.947854601441;0.946440397351;0.00353346195377;0.00203618470923
91100;0.928992244657;0.941671240395;0.0164369071035;0.00301312199162
91600;0.941327770577;0.944418668122;0.00337676790816;0.000104304906955
92100;0.940439839556;0.942508143322;0.00431685776025;0.00212705772534
92600;0.924022878401;0.946382289417;0.0216981837961;0.0019746633997
93100;0.940363418633;0.945435016112;0.00439776779931;0.000971745380546
93600;0.945934745109;0.946688034188;0.00150082945072;0.00229836822556
94100;0.955682864864;0.943026036132;0.0118215731081;0.00157874286456
94600;0.93799085477;0.944542811839;0.0069097007725;2.71312584277e-05
95100;0.949109465891;0.947213459516;0.00486203963242;0.00285465808043
95600;0.95217948689;0.944116108787;0.00811239975798;0.000424637178487
96100;0.946517211186;0.940166493236;0.00211751074137;0.00460626098519
96600;0.943228345448;0.944280538302;0.0013645494978;0.000250548746724
97100;0.933465226658;0.944039649846;0.0117011732627;0.000505587469527
97600;0.940038903764;0.945197233607;0.00474134531661;0.000719995059112
98100;0.940103788676;0.947285932722;0.00467264893561;0.00293138850577
98600;0.943421874416;0.942862576065;0.00115965225369;0.00175180490017
99100;0.952887048748;0.945370837538;0.00886152520391;0.000903796829874
99600;0.936097226992;0.943411144578;0.00891456400448;0.00117101238354
